temperature,wind_speed,mean_sea_level_pressure,surface_solar_radiation,surface_thermal_radiation,total_cloud_cover,relative_humidity
18.89,2.63,100995.59,410.78,330.26,1,0.55
17.92,2.54,100975.66,192.66,329.04,1,0.59
17.84,2.67,101009.07,37.84,331.47,1,0.61
15.81,2.87,101017.68,0,328.69,1,0.7
15.05,2.4,101015.81,0,336.01,1,0.76
14.72,2.14,100969.15,0,347.58,1,0.8
14.69,1.53,100941.79,0,344.46,1,0.8
15.02,0.88,100913.76,0,353.87,1,0.8
15.06,1.3,100838.96,0,368.02,1,0.83
15.08,1.86,100721.68,0,358.85,1,0.82
15.44,2.07,100684.5,0,364.09,1,0.8
15.36,1.91,100651.68,0,369.07,1,0.81
15.44,1.83,100639.48,0,370.5,1,0.81
15.28,1.4,100644.73,7.24,371.51,1,0.85
15.12,2.34,100664.84,29.67,374.51,1,0.87
17.7,2.4,100633.93,160.69,361.44,1,0.75
18.96,3.54,100637.15,301.18,367.62,1,0.7
21.24,4.16,100589.7,340.11,374.8,1,0.63
22.25,3.89,100528.07,464.49,374.51,0.99,0.61
23.39,4.68,100444.01,485.93,374.25,1,0.55
24.7,5.63,100422.44,559.95,369.85,0.96,0.49
24.82,5.25,100342.33,593.22,373.36,0.47,0.48
24.71,5.34,100288.3,438.48,382.41,0.46,0.49
24.79,4.97,100227.85,473.64,378.4,0.56,0.49
24.91,3.04,100233.19,355.06,373.83,0.39,0.49
24.6,2.45,100269.05,183.66,364.61,0.27,0.49
24.36,2.36,100392.62,42.6,364.52,0.44,0.51
20.14,2.07,100474.45,0,355.39,0.52,0.7
18.52,2.12,100557.44,0,357.18,0.49,0.79
17.11,2.85,100595.63,0,350.81,0.44,0.89
16.92,2.54,100646.96,0,356.88,0.43,0.9
16.43,2.28,100612.53,0,353.51,0.62,0.92
16.08,2,100516.88,0,354.63,0.98,0.94
15.86,1.64,100449.04,0,348.06,1,0.95
15.94,1.79,100397.71,0,355.07,1,0.94
15.96,1.86,100361.81,0,350.53,1,0.96
15.76,1.93,100306.3,0,355.77,1,0.96
16.12,2.43,100269.83,15.16,361.23,1,0.95
16.84,2.51,100222.73,84.33,360.69,1,0.93
18.13,1.43,100238.49,161.2,370.69,1,0.9
18.27,1.86,100245.74,162.3,378.76,1,0.9
18.5,3.21,100339.31,181.26,381.89,1,0.9
19.07,3.17,100374.4,304.53,386.58,1,0.88
19.57,2.1,100335.36,365.12,389.99,0.83,0.84
18.02,0.88,100382.58,280.85,388.36,0.82,0.84
17.78,0.34,100325.38,385.19,381.42,0.88,0.87
18.35,1.23,100334.17,533.84,357.28,0.72,0.8
18.38,2.62,100298.93,335.31,376.78,0.48,0.76
18.49,3.6,100384.72,296.55,354.53,0.42,0.78
17.41,3.91,100488.17,197.99,342.7,0.34,0.8
17.12,4.23,100587.04,44.37,335.58,0.31,0.83
15.15,4.23,100724.18,0,321.73,0.69,0.8
14.35,2.63,100763.49,0,323.32,0.74,0.79
13.93,1.88,100825.31,0,333.28,0.43,0.78
14.07,2.24,100837.57,0,318.24,0.22,0.77
12.78,3.22,100805.24,0,331.28,0.2,0.82
12.5,3.71,100738.76,0,331.21,0.19,0.79
12.16,4.02,100693.04,0,304.61,0.24,0.79
11.79,4.28,100756.83,0,323.84,0.27,0.78
10.69,4.56,100780.02,0,314.17,0.38,0.78
10.46,4.46,100840.6,0,305.91,0.29,0.76
10.56,4.57,100911.37,22.3,311.01,0.24,0.73
10.6,5.37,100957.94,175.1,297.82,0.27,0.7
12.35,6.06,100992.88,401.49,288.26,0.21,0.61
12.97,5.53,101036.34,555.83,289.25,0.4,0.57
13.74,5.46,101073.44,689.74,286.86,0.69,0.52
14.04,5.49,100998.31,714.72,307.27,0.67,0.5
13.84,5.92,100953.31,638.36,324.75,0.62,0.52
13.78,5.54,101016.57,779.29,310.52,0.66,0.55
13.97,5.02,101003.95,765.15,308.89,0.47,0.55
14.24,4.89,100993.45,730.37,301.06,0.38,0.54
13.07,5.35,100989.88,612.04,304.73,0.69,0.6
11.68,6.74,101127.47,305.87,310.16,0.78,0.69
11.69,5.88,101202.12,152.07,310.7,0.41,0.69
11.77,5.07,101321.28,50.6,291.26,0.31,0.68
10.03,5.28,101440.59,0,293.76,0.5,0.72
9.43,6.08,101529.01,0,275.77,0.52,0.75
8.96,5.3,101524.44,0,283.29,0.39,0.78
8.84,5.39,101574.31,0,295.11,0.52,0.79
8.54,5.43,101604.9,0,296.63,0.5,0.81
7.95,5.18,101611.7,0,272.11,0.48,0.84
7.78,4.79,101633.51,0,281.3,0.47,0.85
7.61,4.43,101661.23,0,283.55,0.43,0.86
7.14,4.31,101704.2,0,287.48,0.49,0.88
7.12,3.88,101750.89,0,287.66,0.5,0.88
7.82,3.74,101834.95,33.83,280.71,0.35,0.87
8.01,4.21,101908.08,182.04,281.4,0.32,0.86
11.3,4.52,101976.42,365.8,282.19,0.55,0.74
12.16,4.53,101998.29,496.59,295.75,0.54,0.67
13.41,4.49,102031.31,576.62,309.98,0.72,0.58
14.15,4.4,102018.97,696.2,317.52,0.67,0.53
14.87,4.55,101986.85,773.39,324.3,0.84,0.5
15.57,4.2,101985.66,507.16,334.89,0.85,0.46
15.68,3.92,101921.69,557.3,341.84,0.81,0.46
15.71,3.9,101910.6,444.47,344.28,0.79,0.47
14.79,4.04,101903.39,294.49,344.35,0.87,0.53
14.74,3.91,101945.93,248.75,337.09,0.72,0.54
14.22,3.45,101978.16,138.86,322.66,0.72,0.56
13.79,2.8,102032.81,36.89,326.91,0.87,0.61
12.04,1.15,102074.79,0,327.69,0.66,0.73
11.1,0.34,102112.45,0,307.45,0.63,0.78
10.34,0.52,102098.76,0,296.13,0.57,0.81
10.33,0.83,102106.02,0,302.99,0.54,0.81
10.09,1.13,102100.81,0,298.97,0.71,0.83
8.77,1.49,102015.33,0,292.31,0.67,0.88
9.09,1.77,101990.27,0,298.96,0.73,0.88
8.79,2.26,101981.15,0,288.21,0.63,0.88
8.66,2.63,101958.01,0,281.12,0.65,0.89
8.68,2.73,101978.26,0,298.37,0.61,0.89
9.71,2.99,101962.42,40.78,294.34,0.6,0.87
9.92,2.75,101989.18,206.72,289.08,0.54,0.86
13.58,2.88,102039.51,396.03,292.77,0.66,0.69
15.04,3.79,102012.47,572.84,298.43,0.8,0.57
15.86,4.37,101987.01,541.84,332.96,0.78,0.49
16.44,4.36,101938.91,594.02,332.43,0.94,0.45
17.1,4.31,101869.43,590.3,335.73,0.92,0.43
17.83,4.35,101824.1,628.06,334.63,0.97,0.41
17.89,4.58,101754.61,613.86,317.25,0.69,0.41
18.44,4.48,101716.8,657.65,323.38,0.42,0.42
17.66,3.79,101695.35,440.01,325.36,0.42,0.46
17.97,2.57,101677.47,352.36,315.85,0.35,0.44
15.74,2.49,101705.03,227.97,308.43,0.48,0.61
15.22,3.67,101832.02,54.18,313.57,0.62,0.69
13.87,1.7,101855.69,0,322.21,0.82,0.75
12.53,0.98,101912,0,316.16,0.97,0.83
11.99,1.34,101883.54,0,301.93,0.71,0.84
11.27,1.64,101878.89,0,302.21,0.56,0.87
10.9,1.73,101858.83,0,318.46,0.34,0.88
9.8,1.78,101797.63,0,292.65,0.24,0.91
9.94,1.84,101755.92,0,297.35,0.24,0.91
9.74,1.79,101778.68,0,295.42,0.22,0.92
9.17,1.67,101750.41,0,301.74,0.26,0.94
8.91,1.69,101792.48,0,305.48,0.16,0.95
9.77,1.96,101831.29,46.32,285.79,0.07,0.94
10.06,1.78,101893.62,220.88,293.22,0.02,0.94
15.04,2.39,101919.05,443.6,291.47,0.32,0.71
15.94,2.71,101914.89,632.44,295.79,0.56,0.66
17.39,3.07,101915.28,760.13,308.05,0.79,0.6
18,3.38,101916.21,808.85,313.98,0.78,0.59
18.01,3.36,101887.69,665.39,348.79,0.81,0.59
18.6,3.27,101881.37,730.76,345.27,0.8,0.57
18.66,3.22,101837.86,785.17,325.09,0.73,0.56
18.77,3.47,101806.54,758.89,322.81,0.34,0.55
18.28,3.82,101793.2,653.61,309.05,0.16,0.54
18.13,3.97,101831.65,470.66,304.09,0.44,0.54
17.14,3.91,101868.43,253.64,301.15,0.46,0.57
17.03,3.49,101952.38,63.4,296.51,0.01,0.6
13.95,3.42,102029.3,0,293.8,0.09,0.73
13.24,3.41,102087.42,0,292.6,0.2,0.77
12.1,3.27,102083.33,0,294.99,0.37,0.82
11.85,2.89,102117.94,0,289.94,0.5,0.83
11.06,2.28,102116.63,0,290.17,0.68,0.85
9.82,1.8,102077.55,0,296,0.77,0.89
9.72,1.54,102036.67,0,294.65,0.67,0.89
9.54,1.68,102051.75,0,292.89,0.45,0.89
9.1,1.9,102053.64,0,287.84,0.23,0.9
9.16,1.83,102095.27,0,292.73,0.2,0.9
10.09,1.86,102150.47,48.25,289.46,0.21,0.92
10.77,2.08,102190.91,226.38,294.96,0.3,0.87
15.01,2.28,102208.86,440.74,294.74,0.2,0.67
15.97,2.28,102190.43,643.8,293.99,0.28,0.6
17.51,2.33,102190.76,816.53,300.52,0.19,0.55
18.15,2.45,102167.49,947.31,303.74,0.02,0.53
18.81,2.78,102132.29,1030.17,298.71,0.04,0.53
19.53,3.4,102075.47,1039.97,300.68,0.03,0.53
19.41,3.99,102017.14,969.01,304.13,0,0.55
19.54,4.36,101976.4,845.34,306.85,0,0.55
18.8,4.54,101944.58,669.96,306.78,0,0.58
18.78,4.61,101978.4,474.31,304.9,0,0.59
17.75,4.37,101986.43,258.21,301.65,0,0.61
17.6,3.76,102036.32,68.12,296.75,0,0.63
14.77,3.11,102057.8,0,294.01,0,0.76
13.7,2.72,102073.45,0,291.87,0.01,0.82
12.38,2.32,102045.84,0,290.89,0,0.87
12.45,1.16,102049.89,0,289.09,0,0.87
12.22,0.8,102012.16,0,286.37,0.18,0.88
11,0.82,101947.03,0,285.48,0.33,0.92
10.75,0.98,101897.78,0,284.83,0.73,0.92
10.7,1.3,101876.69,0,285.42,1,0.93
10.18,1.41,101837.5,0,287.51,1,0.95
9.85,1.79,101841.9,0,303.99,1,0.96
10.88,1.77,101849.59,36.07,316.48,1,0.96
11.65,1.58,101888.95,165.25,326.73,1,0.92
16.8,1.55,101866.86,372.11,329.44,1,0.76
19.8,1.64,101805.15,533.68,326.42,1,0.62
23.15,2.11,101757.91,710.29,332.64,1,0.49
24.57,2.44,101724.78,774.12,343.75,1,0.42
25.43,2.46,101687.19,627.77,360.92,1,0.37
26.42,2.38,101621.25,616.48,367.02,1,0.33
26.52,2.33,101535.27,597.1,368.48,1,0.33
26.77,2.23,101456.86,670.39,364.16,1,0.32
26.53,2.66,101397.57,545.31,359.11,1,0.3
26.56,3.07,101411.55,268.76,371.57,0.98,0.29
25.44,3.61,101387.55,155.2,368.38,0.99,0.33
24.97,4.09,101412.89,40,358.47,0.98,0.36
22.41,3.97,101370.49,0,355.17,0.99,0.44
21.38,3.84,101359.67,0,351.63,0.67,0.49
19.69,3.8,101302.88,0,335.65,0.73,0.55
19.06,3.76,101271.99,0,332.2,0.93,0.58
18.16,3.66,101191.52,0,311.92,0.78,0.59
17.69,3.49,101078.75,0,312.39,0.99,0.6
17.42,3.43,101015.64,0,310.56,1,0.59
17.5,3.5,101013.44,0,326.4,1,0.57
18.24,3.72,100992.5,0,340.57,1,0.54
19.09,3.85,101039.58,0,354.78,1,0.5
20.36,3.66,101096.99,17.67,366.31,1,0.46
20.56,4.09,101121.6,62.95,371.6,1,0.46
21.97,3.97,101113,146.78,373.19,1,0.43
23.05,5.21,101058.16,240.23,374.89,0.99,0.41
25.02,6.16,100984.51,381.52,375.18,0.97,0.39
25.66,7.14,100936.84,542.38,370.83,0.96,0.38
26.82,7.44,100853.54,682.1,372.73,0.96,0.35
27.22,8.08,100796.14,650.49,380.39,0.95,0.37
27.04,8.69,100796.41,476.96,380.05,0.98,0.38
27.24,8.38,100742.46,537.77,369.84,0.95,0.38
26.22,7.97,100717.89,597.42,353.67,0.92,0.41
25.48,7.26,100739.71,315.26,373.59,0.99,0.44
24.16,6.64,100811.8,149.91,381.54,1,0.49
23.59,4.67,100964.08,56.6,358.03,1,0.5
21.19,4.09,101108.3,0.06,353.27,1,0.59
19.46,2.97,101227.64,0,364.38,1,0.67
17.8,1.31,101283.58,0,367.81,1,0.78
17.18,1.02,101297.93,0,369.96,1,0.82
16.49,1.71,101297.86,0,377.36,1,0.87
15.75,1.7,101258.35,0,377.31,1,0.92
15.66,1.78,101223.93,0,375.91,1,0.94
15.5,1.81,101227.65,0,374.03,1,0.95
15.19,1.99,101258.52,0,371.21,0.99,0.96
15.17,2.24,101300.01,0,370.2,1,0.96
15,2.8,101392.23,14.64,385.07,1,0.97
14.74,3,101468.95,23.51,384.7,1,0.97
14.61,2.45,101505.27,45.96,383.47,1,0.96
14.47,2.66,101540.85,76.56,383.15,0.99,0.96
15.16,2.22,101569.73,200.99,382.07,0.99,0.92
15.45,2.24,101553.22,292.17,379.59,0.98,0.88
15.83,2.34,101517.76,288.98,381.79,0.99,0.85
16.37,2.64,101521.46,358.24,383.88,1,0.81
16.37,3.51,101479.39,341.87,382.62,1,0.81
16.46,4.05,101504.02,303.96,382.68,0.99,0.8
15.85,4.37,101524.14,197.29,382.81,1,0.79
16.07,4.18,101575.04,109.49,379.85,1,0.77
15.58,3.78,101674.2,61.95,379.11,1,0.78
15.71,3.74,101759.16,15.39,376.66,1,0.77
14.43,3.92,101849.1,0.06,377.18,1,0.81
14.25,3.7,101886.33,0,370.76,0.99,0.83
13.24,3.05,101919.22,0,357.5,0.89,0.87
13.32,2.74,101944.75,0,346.88,0.95,0.86
13.43,3.49,101951.79,0,352.77,0.9,0.85
13.02,4.09,101966.21,0,351.79,1,0.83
13.09,4.67,101974.71,0,353.13,0.93,0.81
13.03,4.63,102030.86,0,359.48,0.84,0.78
12.29,4.16,102084.76,0,346.27,0.73,0.77
12.21,3.68,102119.66,0,326.67,0.87,0.75
12.5,3.52,102192.79,40.3,303.6,0.94,0.74
12.47,4.45,102274.85,214.23,309.58,0.98,0.71
14.64,4.04,102328.38,341.43,317.91,0.99,0.62
15.14,4.18,102393.23,410.15,329.58,0.98,0.59
15.95,4.39,102391.73,597.89,336.75,0.99,0.54
16.23,4.78,102403.35,707.57,325.22,0.99,0.52
16.28,5.24,102396.13,724.66,334.11,0.99,0.53
16.51,5.55,102376.92,663.68,323.75,0.97,0.53
16.58,5.6,102336.78,729.65,333.49,0.93,0.53
16.61,5.57,102337.58,687.18,337.6,0.94,0.52
16.01,5.19,102326.62,594.31,322.29,0.85,0.53
16.03,4.88,102341.24,429.73,303.87,0.87,0.53
15.26,4.74,102356.58,252.29,293.19,0.83,0.56
15.14,4.35,102379.03,72.7,287.6,0.05,0.57
12.29,3.97,102444.26,0.2,273.97,0.1,0.65
11.52,3.71,102462.77,0,271.37,0.21,0.69
10.48,3.47,102471.56,0,273.29,0.38,0.75
10.47,3.29,102443.04,0,273.97,0.39,0.77
9.91,3.04,102357.78,0,274.03,0.36,0.81
8.93,2.92,102236.97,0,278.05,0.19,0.86
8.66,2.66,102131.6,0,269.66,0.12,0.88
8.13,2.22,102038.5,0,267,0.37,0.9
7.1,1.61,102078.33,0,264.04,0.38,0.93
6.72,1.55,102065.7,0,268.9,0.71,0.94
8.64,1.2,102155.46,55.95,271.97,0.31,0.94
8.88,0.99,102159.35,242.93,277.11,0.59,0.91
13.09,1.11,102176.47,401.24,301.74,0.67,0.75
14.32,2.08,102140.2,648.66,285.96,0.57,0.67
16.09,2.87,102130.41,835.7,292.5,0.77,0.6
16.98,3.23,102113.06,967.88,300.54,0.17,0.57
17.64,3.72,102077.8,1038.18,296.88,0.05,0.54
18.06,4.26,102048.87,1005.18,306.51,0.13,0.53
17.97,4.47,102019.99,943.28,302.41,0,0.52
17.69,4.84,101992.94,725.4,331.21,0.02,0.51
16.63,5.29,102014.58,675.65,300.46,0.01,0.51
16.67,5.47,102043.06,497.94,289.94,0,0.5
15.67,5.33,102084.5,282.19,284.56,0,0.52
15.58,4.78,102159.44,82.7,282.6,0,0.54
12.82,3.75,102209.78,0.37,277.37,0.08,0.64
12.11,3.48,102295.09,0,276.33,0.08,0.67
10.87,3.26,102305.43,0,275.28,0.07,0.73
11,3.15,102320.97,0,284.04,0.11,0.73
10.27,3.26,102323.6,0,277.06,0.19,0.76
9.91,3.43,102296.03,0,298.09,0.27,0.76
9.72,3.43,102259.5,0,277.59,0.48,0.76
9.52,3.2,102261.92,0,288.23,0.49,0.75
9.37,3.06,102280.37,0,283.56,0.45,0.75
9.51,2.89,102310.16,0,276.61,0.36,0.76
10.81,3.35,102371.98,54.99,277.82,0.33,0.74
11.22,4.17,102407.16,234.41,275.18,0.35,0.71
14.29,4.3,102454.68,452.83,278.32,0.26,0.6
15.22,4.22,102473.78,622.83,292.96,0.3,0.57
16.85,4.13,102461.03,801.9,296.25,0.22,0.52
17.45,4.27,102447.74,920.97,300.16,0.11,0.5
18.29,4.68,102384.57,999.41,297.14,0.1,0.49
19.03,5.12,102365.26,1026.77,297.75,0.23,0.47
19.05,5.4,102295.38,987.08,299.79,0.23,0.48
18.92,5.63,102277.99,859.84,300.6,0.2,0.5
17.83,6.03,102265.47,695.89,301.47,0.11,0.53
17.52,6.3,102271.42,496.71,301.4,0.01,0.54
16.46,6.01,102316.26,281.81,296.26,0.01,0.57
16.53,5.27,102359,84.27,293.24,0.02,0.58
14.12,4.79,102404.58,0.47,291.42,0.15,0.7
13.62,4.66,102422.37,0,291.54,0.17,0.76
12.74,4.45,102351.54,0,289.12,0.08,0.83
12.6,4.19,102358.37,0,286.01,0,0.83
12.18,3.94,102306.53,0,282.15,0,0.86
11.06,3.69,102225.19,0,278.31,0,0.89
10.47,3.3,102171.03,0,275.12,0,0.91
10.53,2.7,102133.08,0,273.46,0.01,0.91
9.95,2.34,102145.16,0,274.27,0.02,0.93
9.01,1.42,102174.8,0,292.18,0.15,0.95
10.5,1.05,102245.83,51.76,304.42,0.4,0.94
10.57,0.99,102292.75,194.06,317.86,0.37,0.95
14.25,1.27,102293.33,380.92,317.29,0.04,0.8
16.33,1.16,102252.47,632.68,306.54,0,0.7
19.53,1.03,102223.26,842.11,304.49,0,0.59
20.87,0.57,102127.79,965.8,312.72,0,0.54
22.3,0.66,102057.16,1030.98,320.04,0.01,0.49
23.62,1.79,101976.62,999.91,326.04,0.04,0.45
23.88,2.6,101867.55,888.45,331.79,0.06,0.45
24.49,3.23,101792.81,774.98,336.38,0.03,0.43
24.06,3.57,101735.15,666.63,334.1,0.04,0.43
24.28,4.11,101709.69,491.3,326.31,0.01,0.42
23.76,4.3,101712.9,285.82,323.9,0.01,0.42
23.76,4.85,101732.37,87.29,320.56,0.01,0.41
20.07,4.33,101735.94,0.67,314.52,0,0.5
18.43,3.95,101745.75,0,316.04,0.01,0.58
16.14,3.51,101758.75,0,304.87,0.02,0.68
15.48,3.06,101725.44,0,303.84,0.08,0.73
14.75,2.78,101705.19,0,302.77,0.02,0.77
13.75,2.59,101624.93,0,302.4,0,0.82
13.51,2.38,101568.6,0,301.19,0,0.84
12.99,2.35,101552.32,0,299.26,0.01,0.86
13.26,2.56,101569.04,0,297.73,0.04,0.84
13.68,3.14,101616.85,0,305.02,0.05,0.79
15.95,4.07,101673.56,63.12,303.98,0.53,0.69
16.7,4.95,101718.59,247.11,306.61,0.71,0.63
21.49,6.24,101698.63,466.61,308.23,0.22,0.48
23.01,6.07,101657.02,675.57,312.17,0.05,0.44
24.99,5.5,101584.72,850.07,317.35,0.33,0.38
25.86,5.28,101493.21,940.41,330.54,0.69,0.37
26.45,5.01,101394.48,940.69,342.38,0.37,0.34
27.48,4.32,101350.14,909.31,349.65,0.23,0.31
27.74,3.69,101228.96,939.33,343.19,0.69,0.31
27.93,3.66,101133.75,856.83,340.16,0.81,0.3
27.35,4.09,101059.27,672.83,355.88,0.84,0.31
27.41,4.38,101036.89,330.76,378.93,0.89,0.29
26.53,4.3,101042.15,222.19,375.54,1,0.32
26.12,4.24,101051.21,65.39,352.25,0.97,0.34
23.06,3.65,101052.34,0.72,350.78,0.96,0.45
21.94,4.07,101034.52,0,349.77,0.81,0.49
20.69,4.22,101014.44,0,339.79,0.84,0.54
20.32,4.29,100935.84,0,331.41,0.49,0.55
19.89,4.11,100851.14,0,333.43,0.7,0.54
19.73,3.96,100790.38,0,325.67,0.72,0.52
19.8,4.5,100696.28,0,331.49,0.89,0.5
20.54,5.01,100617.25,0,353.48,1,0.46
21.71,5.19,100612.54,0,370.91,1,0.41
22.21,6.02,100636.82,0,355.4,1,0.4
22.68,6.86,100670.14,44.67,358.76,1,0.41
22.19,7.39,100668.21,134.45,368.14,1,0.42
24,7.24,100641.83,230.3,370.59,1,0.41
24.23,6.23,100603.88,248.99,381.57,1,0.44
24.32,5.03,100582.24,270.52,384.14,1,0.48
24.47,4.93,100493.77,288.89,389.03,1,0.49
24.78,4.97,100400.82,331.21,391.1,1,0.5
24.16,4.69,100344.07,349.76,393.7,1,0.52
24.38,3.07,100299.64,273.92,394.67,1,0.53
24.5,1.98,100278.53,347.17,394.55,1,0.55
23.32,0.87,100302.25,227.57,395.66,1,0.58
19.51,3.36,100177.62,61.11,387.28,0.99,0.81
18.17,3.39,100041.43,64.52,379.14,1,0.9
18.46,1.56,100090.39,36.9,377.79,1,0.9
18.65,1.77,100118.12,0.29,382.55,1,0.87
18.18,1.26,100096.07,0,381.7,1,0.89
17.74,1.81,100059.37,0,377.32,1,0.9
17.94,2.42,100059.23,0,365.78,1,0.9
16.4,4.06,100065.06,0,380.89,1,0.94
13.89,5.04,100017.81,0,383.83,1,0.96
13.77,5.76,100060.27,0,374.9,1,0.95
13.48,5.85,100081.24,0,367.55,1,0.91
12.75,4.65,100160.45,0,376.4,1,0.88
12.72,3.95,100172.01,0,369.83,0.91,0.87
12.51,3.62,100212.2,20.47,355,0.76,0.85
12.32,3.67,100200.06,155.81,323.74,0.72,0.83
13.66,2.89,100197.1,223.33,326.19,0.91,0.73
14.34,3.18,100213.06,407.48,325.44,0.8,0.66
16,2.77,100178.24,617.85,328.23,0.71,0.58
16.48,1.76,100145.32,767.51,319.69,0.75,0.56
17.35,1.15,100097.98,876.65,311.34,0.76,0.5
18.61,1.17,99979.5,817.43,324.34,0.82,0.45
19.46,1.92,99856.47,840.41,326.43,0.85,0.42
20.64,2.85,99706.32,720.54,321.72,0.84,0.39
20.67,3.86,99627.48,568.82,335.78,0.87,0.37
20.75,3.89,99579.66,323.58,344.55,0.6,0.37
19.45,2.66,99554.96,237.33,323.73,0.69,0.44
19.19,2.2,99545.48,81.83,326.56,0.82,0.43
15.13,5.02,99800.13,1.13,337.88,0.98,0.67
12.02,6.27,99963.96,0,348.58,1,0.85
10.55,2.08,100010.78,0,343.97,0.94,0.87
10.6,2.66,99951.52,0,340.13,0.97,0.83
10.49,4.55,99840.17,0,338.1,0.82,0.85
10.29,4.36,99678.7,0,318.51,0.18,0.84
10.27,3.63,99552.71,0,288.8,0.84,0.81
10.22,3.47,99533.29,0,288.54,0.96,0.8
9.85,3.89,99523.73,0,284.38,0.83,0.79
9.93,4.96,99564.3,0.01,301.57,0.53,0.8
10.2,4.96,99591.19,58.5,290.67,0.19,0.79
10.27,5.08,99603.72,246.21,282.87,0.26,0.79
12.72,5.73,99639.4,451.99,281.59,0.61,0.64
12.82,5.27,99665.36,488.13,313.73,0.7,0.66
13.41,3.91,99658.66,623.93,318.96,0.77,0.62
13.14,3,99663.33,611.53,329.71,0.85,0.66
13.16,2.65,99677.89,556.4,329.92,0.75,0.67
13.37,3.11,99701.52,533.76,334.83,0.85,0.66
13.66,4.74,99699.94,609.4,327.35,0.77,0.66
14.14,5.5,99716.58,689.86,309.17,0.6,0.65
14.21,5.09,99747.07,531.85,307.06,0.47,0.62
14.17,5.3,99806.35,440.25,303.55,0.39,0.62
13.59,5.07,99904.87,261.81,289.42,0.4,0.66
13.54,4.61,99996.24,72.62,294.99,0.46,0.66
12.4,6.07,100051.89,1.15,320.42,0.9,0.74
11.77,5.93,100105.04,0,321.19,1,0.84
11.33,7.79,100072.36,0,341.82,1,0.9
11.5,9.22,100152.7,0,344.54,1,0.92
11.75,9.01,100177.74,0,349.18,0.82,0.89
11.44,9.16,100166.78,0,341.33,0.85,0.87
11.46,9.13,100196.31,0,335.66,0.9,0.85
11.18,9.23,100198.18,0,339.86,0.93,0.87
11.14,8.89,100239.74,0,341.83,0.96,0.87
11.12,8.54,100279.19,0,346.82,0.98,0.87
11.16,8.41,100356.06,22.59,343.05,0.98,0.87
11.2,8.43,100413.88,86.21,346.54,1,0.87
12.03,8.32,100444.09,148.42,340.15,0.95,0.86
12.61,8.65,100445.19,200.26,353.54,1,0.83
13.4,8.25,100442.39,264.16,356.12,1,0.8
13.3,8.21,100455.99,235.35,358.13,1,0.83
13.25,8.61,100486.89,269.51,360.24,1,0.84
13.48,8.94,100496.8,245.86,352.27,1,0.86
13.72,8.29,100475.15,287.79,358.07,0.99,0.85
13.73,8.34,100473.85,241.56,348.28,0.97,0.86
13.85,8.21,100476.13,265.51,358.04,1,0.86
14.06,8.22,100517.96,81.36,357.76,0.98,0.85
13.77,8.33,100564.07,74.66,354.09,0.79,0.85
13.82,7.68,100641.39,48.78,342.68,0.57,0.85
13.32,7.1,100693.37,1.21,340.85,0.82,0.87
13.29,7.19,100742.97,0,325.68,0.64,0.86
13.05,6.84,100730.12,0,323.77,0.69,0.86
13.13,6.65,100743.31,0,335.76,0.67,0.85
12.96,6.68,100756.15,0,326.35,0.7,0.85
12.85,6.9,100736.28,0,339.7,0.75,0.84
12.73,6.9,100747.53,0,335.99,0.78,0.83
12.56,6.68,100725.81,0,342.98,0.79,0.83
12.47,6.42,100745.32,0,353.61,0.91,0.84
12.38,6.19,100750.24,0.04,358.45,0.99,0.85
12.44,6.11,100770.82,26.03,347.35,1,0.85
12.37,6.19,100778.33,92.37,359.9,0.94,0.86
13.1,5.92,100797.9,163.04,355.47,1,0.85
13.87,6.57,100796.49,326.16,360.85,0.99,0.82
14.54,6.77,100790.07,438.86,356.57,0.94,0.78
15,6.86,100827.93,584.94,345.13,0.97,0.75
15.29,6.65,100816.62,634.24,352.1,0.95,0.75
15.55,6.22,100769.76,533.36,353.69,0.94,0.74
15.46,5.91,100717.88,448.94,363.62,0.91,0.74
15.47,5.59,100710.88,447.2,353.64,0.95,0.73
15.26,5.66,100709.32,322.19,366.42,0.9,0.74
15.33,5.44,100729.32,235.34,355.56,0.79,0.74
14.83,5.12,100700.91,134.16,353.13,0.66,0.77
15.05,4.36,100718.53,53.81,350.48,0.57,0.77
13.91,4.06,100765.24,1.86,340.31,0.73,0.81
13.6,3.71,100822.02,0,338.94,0.87,0.83
13.09,3.62,100804.81,0,344.98,0.91,0.84
13.02,3.47,100766.93,0,335.95,0.9,0.85
12.82,3.45,100747.87,0,340.09,0.98,0.87
12.46,3.5,100700.66,0,333.31,0.97,0.88
12.39,3.35,100656.71,0,332.54,0.97,0.88
12.31,3.13,100616.37,0,342.37,0.93,0.87
12.05,2.83,100614.69,0,336.54,0.85,0.89
11.82,2.64,100643.39,0.04,345.95,0.85,0.9
12.49,2.86,100658.25,31.41,335.03,0.75,0.88
12.49,3.55,100653.37,159.95,322.28,0.72,0.88
14.2,3.95,100709.63,290.27,335.93,0.83,0.82
14.99,4.19,100686.08,440.05,337.82,0.88,0.77
16.16,4.5,100652.19,620.15,340.84,0.74,0.73
16.63,4.91,100674.71,622.25,343.42,0.65,0.7
16.78,5.15,100654.66,663.71,345.25,0.73,0.73
17.24,5.18,100662.96,668.46,344.62,0.7,0.73
17.71,4.89,100617.86,640.14,344.34,0.85,0.71
17.93,4.74,100622.7,715.39,336.82,0.72,0.7
17.25,4.83,100613.18,570.98,336.28,0.65,0.72
